player_name,team,season,points,rebounds,assists,turnovers,minutes,fg_pct,plus_minus,playoffs_flag
Rui Hachimura,LAL,2023,9.6,4.7,0.7,0.5,22.4,0.485,0.0,False
Tyrese Haliburton,IND,2023,20.7,3.7,10.4,2.5,33.6,0.49,0.0,False
Jordan Hall,SAS,2023,3.1,1.3,1.2,0.8,9.2,0.321,0.0,False
R.J. Hampton,2TM,2023,6.4,1.9,1.1,0.9,16.0,0.43,0.0,False
R.J. Hampton,ORL,2023,5.7,1.5,1.3,0.8,13.9,0.439,0.0,False
R.J. Hampton,DET,2023,7.3,2.3,1.0,1.0,18.5,0.423,0.0,False
Tim Hardaway Jr.,DAL,2023,14.4,3.5,1.8,0.8,30.3,0.401,0.0,False
James Harden,PHI,2023,21.0,6.1,10.7,3.4,36.8,0.441,0.0,False
Jaden Hardy,DAL,2023,8.8,1.9,1.4,1.0,14.8,0.438,0.0,False
Ron Harper Jr.,TOR,2023,2.2,0.8,0.4,0.0,5.3,0.5,0.0,False
Montrezl Harrell,PHI,2023,5.6,2.8,0.6,0.6,11.9,0.598,0.0,False
Gary Harris,ORL,2023,8.3,2.0,1.2,0.6,24.7,0.45,0.0,False
Joe Harris,BRK,2023,7.6,2.2,1.4,0.6,20.6,0.457,0.0,False
Kevon Harris,ORL,2023,4.1,2.1,0.5,0.6,13.4,0.439,0.0,False
Shaquille Harrison,POR,2023,8.8,4.4,6.0,1.2,24.0,0.417,0.0,False
Tobias Harris,PHI,2023,14.7,5.7,2.5,1.2,32.9,0.501,0.0,False
Isaiah Hartenstein,NYK,2023,5.0,6.5,1.2,0.8,19.8,0.535,0.0,False
Josh Hart,2TM,2023,9.8,7.8,3.8,1.5,32.3,0.529,0.0,False
Josh Hart,POR,2023,9.5,8.2,3.9,1.5,33.4,0.504,0.0,False
Josh Hart,NYK,2023,10.2,7.0,3.6,1.5,30.0,0.586,0.0,False
Udonis Haslem,MIA,2023,3.9,1.6,0.0,0.1,10.1,0.345,0.0,False
Sam Hauser,BOS,2023,6.4,2.6,0.9,0.4,16.1,0.455,0.0,False
Jaxson Hayes,NOP,2023,5.0,2.8,0.7,0.7,13.0,0.551,0.0,False
Killian Hayes,DET,2023,10.3,2.9,6.2,2.3,28.3,0.377,0.0,False
Gordon Hayward,CHO,2023,14.7,4.3,4.1,2.0,31.5,0.475,0.0,False
Juancho Hernangómez,TOR,2023,2.9,2.9,0.6,0.4,14.6,0.421,0.0,False
Willy Hernangómez,NOP,2023,6.9,4.7,0.9,1.0,12.1,0.527,0.0,False
Tyler Herro,MIA,2023,20.1,5.4,4.2,2.4,34.9,0.439,0.0,False
Buddy Hield,IND,2023,16.8,5.0,2.8,1.7,31.0,0.458,0.0,False
Haywood Highsmith,MIA,2023,4.4,3.5,0.8,0.8,17.9,0.431,0.0,False
George Hill,2TM,2023,5.0,1.8,2.4,0.7,18.1,0.47,0.0,False
George Hill,MIL,2023,5.0,1.9,2.5,0.8,19.1,0.447,0.0,False
George Hill,IND,2023,5.2,1.6,1.9,0.6,15.1,0.559,0.0,False
Malcolm Hill,CHI,2023,1.0,0.6,0.0,0.0,1.8,0.5,0.0,False
Aaron Holiday,ATL,2023,3.9,1.2,1.4,0.6,13.4,0.418,0.0,False
Jrue Holiday,MIL,2023,19.3,5.1,7.4,2.9,32.6,0.479,0.0,False
Justin Holiday,2TM,2023,4.5,1.2,0.9,0.5,15.3,0.377,0.0,False
Justin Holiday,ATL,2023,4.5,0.8,0.9,0.4,14.7,0.384,0.0,False
Justin Holiday,DAL,2023,4.4,1.8,0.9,0.6,16.4,0.367,0.0,False
Richaun Holmes,SAC,2023,3.1,1.9,0.2,0.3,8.3,0.618,0.0,False
Al Horford,BOS,2023,9.8,6.2,3.0,0.6,30.5,0.476,0.0,False
Talen Horton-Tucker,UTA,2023,10.7,3.2,3.8,1.9,20.2,0.419,0.0,False
Danuel House Jr.,PHI,2023,4.8,1.7,0.8,0.5,14.4,0.472,0.0,False
Caleb Houstan,ORL,2023,3.8,1.9,0.6,0.4,15.9,0.363,0.0,False
Trevor Hudgins,HOU,2023,1.8,0.0,0.6,0.2,5.6,0.222,0.0,False
Kevin Huerter,SAC,2023,15.2,3.3,2.9,1.3,29.4,0.485,0.0,False
Jay Huff,WAS,2023,7.3,3.0,1.4,0.7,13.6,0.6,0.0,False
De'Andre Hunter,ATL,2023,15.4,4.2,1.4,1.2,31.7,0.461,0.0,False
Bones Hyland,2TM,2023,11.8,2.4,3.1,1.5,19.4,0.399,0.0,False
Bones Hyland,DEN,2023,12.1,2.0,3.0,1.6,19.5,0.399,0.0,False
Bones Hyland,LAC,2023,10.8,3.5,3.4,1.1,18.9,0.401,0.0,False
Serge Ibaka,MIL,2023,4.1,2.8,0.3,0.7,11.6,0.481,0.0,False
Andre Iguodala,GSW,2023,2.1,2.1,2.4,1.1,14.1,0.467,0.0,False
Joe Ingles,MIL,2023,6.9,2.8,3.3,1.2,22.7,0.435,0.0,False
Brandon Ingram,NOP,2023,24.7,5.5,5.8,3.3,34.2,0.484,0.0,False
Kyrie Irving,2TM,2023,27.1,5.1,5.5,2.1,37.4,0.494,0.0,False
Kyrie Irving,BRK,2023,27.1,5.1,5.3,2.3,37.0,0.486,0.0,False
Kyrie Irving,DAL,2023,27.0,5.0,6.0,1.9,38.2,0.51,0.0,False
Jonathan Isaac,ORL,2023,5.0,4.0,0.5,0.4,11.3,0.415,0.0,False
Jaden Ivey,DET,2023,16.3,3.9,5.2,3.2,31.1,0.416,0.0,False
Frank Jackson,UTA,2023,0.0,2.0,1.0,0.0,5.0,0.0,0.0,False
Isaiah Jackson,IND,2023,7.2,4.5,0.8,0.8,16.5,0.563,0.0,False
Jaren Jackson Jr.,MEM,2023,18.6,6.8,1.0,1.7,28.4,0.506,0.0,False
Justin Jackson,BOS,2023,0.9,0.7,0.4,0.1,4.7,0.259,0.0,False
Quenton Jackson,WAS,2023,6.2,0.9,1.7,0.4,15.0,0.452,0.0,False
Reggie Jackson,2TM,2023,10.2,2.1,3.4,1.7,24.4,0.411,0.0,False
Reggie Jackson,LAC,2023,10.9,2.2,3.5,1.8,25.7,0.418,0.0,False
Reggie Jackson,DEN,2023,7.9,1.8,3.1,1.2,19.9,0.383,0.0,False
LeBron James,LAL,2023,28.9,8.3,6.8,3.2,35.5,0.5,0.0,False
Ty Jerome,GSW,2023,6.9,1.7,3.0,0.7,18.1,0.488,0.0,False
Isaiah Joe,OKC,2023,9.5,2.4,1.2,0.5,19.1,0.441,0.0,False
Alize Johnson,SAS,2023,1.8,2.5,0.3,1.0,7.5,0.5,0.0,False
Cameron Johnson,2TM,2023,15.5,4.4,1.9,0.9,28.5,0.47,0.0,False
Cameron Johnson,PHO,2023,13.9,3.8,1.5,0.6,25.2,0.474,0.0,False
Cameron Johnson,BRK,2023,16.6,4.8,2.1,1.1,30.8,0.468,0.0,False
James Johnson,IND,2023,2.8,1.7,0.8,0.4,9.0,0.449,0.0,False
Jalen Johnson,ATL,2023,5.6,4.0,1.2,0.6,14.9,0.491,0.0,False
Keldon Johnson,SAS,2023,22.0,5.0,2.9,2.1,32.7,0.452,0.0,False
Keon Johnson,POR,2023,4.7,1.1,1.5,1.1,10.4,0.376,0.0,False
Stanley Johnson,SAS,2023,5.8,3.2,2.2,1.1,15.6,0.533,0.0,False
Nikola Jokić,DEN,2023,24.5,11.8,9.8,3.6,33.7,0.632,0.0,False
Carlik Jones,CHI,2023,2.9,0.7,0.9,0.3,8.0,0.4,0.0,False
Damian Jones,2TM,2023,3.5,3.0,0.4,0.6,11.6,0.64,0.0,False
Damian Jones,LAL,2023,2.5,2.5,0.2,0.4,8.0,0.541,0.0,False
Damian Jones,UTA,2023,4.6,3.5,0.6,0.7,15.8,0.714,0.0,False
Derrick Jones Jr.,CHI,2023,5.0,2.4,0.5,0.4,14.0,0.5,0.0,False
Herbert Jones,NOP,2023,9.8,4.1,2.5,1.3,29.6,0.469,0.0,False
Kai Jones,CHO,2023,3.4,2.7,0.3,0.7,12.0,0.558,0.0,False
Tre Jones,SAS,2023,12.9,3.6,6.6,1.6,29.2,0.459,0.0,False
Tyus Jones,MEM,2023,10.3,2.5,5.2,0.9,24.3,0.438,0.0,False
DeAndre Jordan,DEN,2023,5.1,5.2,0.9,1.2,15.0,0.765,0.0,False
Cory Joseph,DET,2023,6.9,1.7,3.5,0.9,19.8,0.427,0.0,False
Nikola Jović,MIA,2023,5.5,2.1,0.7,0.7,13.6,0.406,0.0,False
Johnny Juzang,UTA,2023,4.8,2.2,0.4,0.2,12.9,0.337,0.0,False
Mfiondu Kabengele,BOS,2023,1.5,2.5,0.0,0.3,9.0,0.286,0.0,False
Frank Kaminsky,2TM,2023,2.5,1.4,0.9,0.3,6.5,0.492,0.0,False
Frank Kaminsky,ATL,2023,2.7,1.4,0.8,0.3,6.8,0.568,0.0,False
Frank Kaminsky,HOU,2023,1.8,1.6,1.1,0.0,5.9,0.316,0.0,False
Trevor Keels,NYK,2023,1.0,0.7,0.0,0.0,2.7,0.25,0.0,False
Luke Kennard,2TM,2023,9.3,2.7,1.5,0.8,22.3,0.492,0.0,False
Luke Kennard,LAC,2023,7.8,2.4,1.1,0.9,20.7,0.464,0.0,False
Luke Kennard,MEM,2023,11.3,3.1,2.3,0.7,24.6,0.526,0.0,False
Walker Kessler,UTA,2023,9.2,8.4,0.9,0.8,23.0,0.72,0.0,False
Braxton Key,DET,2023,1.3,0.3,0.0,0.0,3.0,1.0,0.0,False
Louis King,PHI,2023,20.0,4.0,2.0,2.0,29.0,0.615,0.0,False
Corey Kispert,WAS,2023,11.1,2.8,1.2,0.7,28.3,0.497,0.0,False
Maxi Kleber,DAL,2023,5.9,3.6,1.4,0.7,25.1,0.456,0.0,False
Nathan Knight,MIN,2023,3.7,1.5,0.3,0.6,7.7,0.568,0.0,False
Kevin Knox,2TM,2023,6.6,2.8,0.5,0.8,15.1,0.458,0.0,False
Kevin Knox,DET,2023,5.6,2.6,0.4,0.8,14.1,0.469,0.0,False
Kevin Knox,POR,2023,8.5,3.3,0.9,0.9,17.1,0.444,0.0,False
Christian Koloko,TOR,2023,3.1,2.9,0.5,0.3,13.8,0.48,0.0,False
John Konchar,MEM,2023,5.1,4.3,1.4,0.5,20.8,0.431,0.0,False
Furkan Korkmaz,PHI,2023,3.8,1.1,0.6,0.6,9.5,0.432,0.0,False
Luke Kornet,BOS,2023,3.8,2.9,0.8,0.4,11.7,0.665,0.0,False
Vit Krejci,ATL,2023,1.2,0.9,0.6,0.2,5.7,0.405,0.0,False
Jonathan Kuminga,GSW,2023,9.9,3.4,1.9,1.4,20.8,0.525,0.0,False
Kyle Kuzma,WAS,2023,21.2,7.2,3.7,3.0,35.0,0.448,0.0,False
Anthony Lamb,GSW,2023,6.7,3.5,1.5,0.9,19.3,0.471,0.0,False
Jock Landale,PHO,2023,6.6,4.1,1.0,0.9,14.2,0.528,0.0,False
Romeo Langford,SAS,2023,6.9,2.7,1.2,0.7,19.6,0.467,0.0,False
Jake LaRavia,MEM,2023,3.0,1.8,0.6,0.5,11.8,0.389,0.0,False
Zach LaVine,CHI,2023,24.8,4.5,4.2,2.5,35.9,0.485,0.0,False
A.J. Lawson,2TM,2023,3.7,1.4,0.1,0.2,7.2,0.5,0.0,False
A.J. Lawson,MIN,2023,2.0,1.0,0.0,0.0,2.0,1.0,0.0,False
A.J. Lawson,DAL,2023,3.9,1.4,0.1,0.2,7.6,0.488,0.0,False
Damion Lee,PHO,2023,8.2,3.0,1.3,1.1,20.4,0.442,0.0,False
Saben Lee,2TM,2023,6.0,1.8,2.7,1.0,14.9,0.405,0.0,False
Saben Lee,PHI,2023,3.0,0.0,1.0,1.5,5.0,0.75,0.0,False
Saben Lee,PHO,2023,6.3,2.0,2.8,0.9,15.8,0.393,0.0,False
Alex Len,SAC,2023,1.7,2.3,0.5,0.6,6.2,0.533,0.0,False
Kawhi Leonard,LAC,2023,23.8,6.5,3.9,1.7,33.6,0.512,0.0,False
Meyers Leonard,MIL,2023,4.8,3.8,0.1,0.7,12.7,0.483,0.0,False
Caris LeVert,CLE,2023,12.1,3.8,3.9,1.6,30.2,0.431,0.0,False
Kira Lewis Jr.,NOP,2023,4.6,1.3,0.9,0.4,9.4,0.455,0.0,False
Damian Lillard,POR,2023,32.2,4.8,7.3,3.3,36.3,0.463,0.0,False
Nassir Little,POR,2023,6.6,2.6,0.9,0.7,18.1,0.442,0.0,False
Isaiah Livers,DET,2023,6.7,2.8,0.8,0.6,23.1,0.417,0.0,False
Kenneth Lofton Jr.,MEM,2023,5.0,2.1,0.8,0.5,7.3,0.527,0.0,False
Kevon Looney,GSW,2023,7.0,9.3,2.5,0.5,23.9,0.63,0.0,False
Brook Lopez,MIL,2023,15.9,6.7,1.3,1.4,30.4,0.531,0.0,False
Robin Lopez,CLE,2023,3.0,1.4,0.5,0.7,8.1,0.64,0.0,False
Kevin Love,2TM,2023,8.2,6.4,1.9,1.1,20.0,0.389,0.0,False
Kevin Love,CLE,2023,8.5,6.8,1.9,1.1,20.0,0.389,0.0,False
Kevin Love,MIA,2023,7.7,5.7,1.9,1.1,20.0,0.388,0.0,False
Kyle Lowry,MIA,2023,11.2,4.1,5.1,1.9,31.2,0.404,0.0,False
Trey Lyles,SAC,2023,7.6,4.1,0.9,0.9,16.9,0.458,0.0,False
Théo Maledon,CHO,2023,6.7,2.8,3.5,1.3,19.4,0.402,0.0,False
Sandro Mamukelashvili,2TM,2023,6.1,4.3,1.4,0.8,15.3,0.422,0.0,False
Sandro Mamukelashvili,MIL,2023,2.4,2.3,0.7,0.4,9.0,0.328,0.0,False
Sandro Mamukelashvili,SAS,2023,10.8,6.8,2.4,1.4,23.3,0.453,0.0,False
Terance Mann,LAC,2023,8.8,3.4,2.3,1.0,23.1,0.519,0.0,False
Tre Mann,OKC,2023,7.7,2.3,1.8,0.9,17.7,0.393,0.0,False
Boban Marjanović,HOU,2023,3.3,1.9,0.3,0.5,5.5,0.683,0.0,False
Lauri Markkanen,UTA,2023,25.6,8.6,1.9,1.9,34.4,0.499,0.0,False
Naji Marshall,NOP,2023,9.1,3.6,2.5,1.3,23.3,0.433,0.0,False
Caleb Martin,MIA,2023,9.6,4.8,1.6,1.1,29.3,0.464,0.0,False
Cody Martin,CHO,2023,5.0,3.4,1.6,0.3,19.1,0.389,0.0,False
KJ Martin,HOU,2023,12.7,5.5,1.5,1.1,28.0,0.569,0.0,False
Tyrese Martin,ATL,2023,1.3,0.8,0.1,0.1,4.1,0.391,0.0,False
Garrison Mathews,2TM,2023,4.8,1.4,0.5,0.4,12.7,0.363,0.0,False
Garrison Mathews,HOU,2023,4.8,1.4,0.5,0.4,13.4,0.353,0.0,False
Garrison Mathews,ATL,2023,4.8,1.2,0.3,0.1,9.3,0.419,0.0,False
Bennedict Mathurin,IND,2023,16.7,4.1,1.5,1.9,28.5,0.434,0.0,False
Wesley Matthews,MIL,2023,3.4,2.2,0.7,0.3,15.8,0.363,0.0,False
Tyrese Maxey,PHI,2023,20.3,2.9,3.5,1.3,33.6,0.481,0.0,False
Skylar Mays,POR,2023,15.3,3.2,8.3,1.7,31.5,0.5,0.0,False
Miles McBride,NYK,2023,3.5,0.8,1.1,0.4,11.9,0.358,0.0,False
Mac McClung,PHI,2023,12.5,5.0,4.5,1.5,20.5,0.45,0.0,False
CJ McCollum,NOP,2023,20.9,4.4,5.7,2.4,35.3,0.437,0.0,False
T.J. McConnell,IND,2023,8.7,3.1,5.3,1.9,20.3,0.543,0.0,False
Jalen McDaniels,2TM,2023,9.4,4.3,1.6,1.2,23.9,0.455,0.0,False
Jalen McDaniels,CHO,2023,10.6,4.8,2.0,1.4,26.7,0.447,0.0,False
Jalen McDaniels,PHI,2023,6.7,3.2,0.8,0.5,17.5,0.488,0.0,False
Jaden McDaniels,MIN,2023,12.1,3.9,1.9,1.4,30.6,0.517,0.0,False
Doug McDermott,SAS,2023,10.2,2.2,1.4,0.9,20.5,0.457,0.0,False
JaVale McGee,DAL,2023,4.4,2.5,0.3,0.9,8.5,0.64,0.0,False
Bryce McGowens,CHO,2023,5.3,2.0,1.2,0.9,17.1,0.396,0.0,False
Rodney McGruder,DET,2023,5.7,2.3,0.9,0.3,16.4,0.408,0.0,False
Jordan McLaughlin,MIN,2023,3.7,1.4,3.4,0.8,15.8,0.421,0.0,False
De'Anthony Melton,PHI,2023,10.1,4.1,2.6,1.3,27.9,0.425,0.0,False
Sam Merrill,CLE,2023,5.0,1.8,1.0,0.0,11.8,0.409,0.0,False
Chimezie Metu,SAC,2023,4.9,3.0,0.6,0.5,10.4,0.589,0.0,False
Khris Middleton,MIL,2023,15.1,4.2,4.9,2.2,24.3,0.436,0.0,False
Patty Mills,BRK,2023,6.2,1.1,1.4,0.8,14.2,0.411,0.0,False
Shake Milton,PHI,2023,8.4,2.5,3.2,1.2,20.6,0.479,0.0,False
Justin Minaya,POR,2023,4.3,3.8,1.0,1.0,22.3,0.304,0.0,False
Josh Minott,MIN,2023,3.1,1.7,0.3,0.2,6.4,0.5,0.0,False
Davion Mitchell,SAC,2023,5.6,1.3,2.3,0.8,18.1,0.454,0.0,False
Donovan Mitchell,CLE,2023,28.3,4.3,4.4,2.6,35.8,0.484,0.0,False
Evan Mobley,CLE,2023,16.2,9.0,2.8,1.8,34.4,0.554,0.0,False
Isaiah Mobley,CLE,2023,2.6,1.7,0.3,0.1,7.0,0.429,0.0,False
Chima Moneke,SAC,2023,1.0,1.0,0.5,1.0,4.0,0.5,0.0,False
Malik Monk,SAC,2023,13.5,2.6,3.9,1.9,22.3,0.448,0.0,False
Moses Moody,GSW,2023,4.8,1.7,0.8,0.5,13.0,0.476,0.0,False
Xavier Moon,LAC,2023,1.8,0.8,1.3,0.3,5.0,0.333,0.0,False
Wendell Moore Jr.,MIN,2023,1.4,0.6,0.6,0.3,5.3,0.419,0.0,False
Ja Morant,MEM,2023,26.2,5.9,8.1,3.4,31.9,0.466,0.0,False
Markieff Morris,2TM,2023,3.8,2.0,0.9,0.5,10.1,0.409,0.0,False
Markieff Morris,BRK,2023,3.6,2.2,0.9,0.5,10.6,0.402,0.0,False
Markieff Morris,DAL,2023,4.5,1.5,0.8,0.5,8.8,0.424,0.0,False
Marcus Morris,LAC,2023,11.2,4.0,1.8,0.9,28.1,0.426,0.0,False
Monte Morris,WAS,2023,10.3,3.4,5.3,1.0,27.3,0.48,0.0,False
Trey Murphy III,NOP,2023,14.5,3.6,1.4,0.8,31.0,0.484,0.0,False
Dejounte Murray,ATL,2023,20.5,5.3,6.1,2.2,36.4,0.464,0.0,False
Jamal Murray,DEN,2023,20.0,4.0,6.2,2.2,32.8,0.454,0.0,False
Keegan Murray,SAC,2023,12.2,4.6,1.2,0.8,29.8,0.453,0.0,False
Mike Muscala,2TM,2023,6.1,3.2,0.8,0.4,15.0,0.449,0.0,False
Mike Muscala,OKC,2023,6.2,3.1,0.9,0.3,14.5,0.438,0.0,False
Mike Muscala,BOS,2023,5.9,3.4,0.6,0.5,16.2,0.472,0.0,False
Svi Mykhailiuk,2TM,2023,6.9,1.7,1.7,0.8,14.6,0.445,0.0,False
Svi Mykhailiuk,NYK,2023,1.6,0.5,0.1,0.2,3.1,0.5,0.0,False
Svi Mykhailiuk,CHO,2023,10.6,2.4,2.7,1.2,22.5,0.441,0.0,False
Larry Nance Jr.,NOP,2023,6.8,5.4,1.8,0.6,21.2,0.61,0.0,False
Andrew Nembhard,IND,2023,9.5,2.7,4.5,1.7,27.6,0.441,0.0,False
Aaron Nesmith,IND,2023,10.1,3.8,1.3,1.0,24.9,0.427,0.0,False
Raul Neto,CLE,2023,3.3,1.0,1.6,0.5,10.5,0.518,0.0,False
Georges Niang,PHI,2023,8.2,2.4,1.0,0.7,19.4,0.442,0.0,False
Daishen Nix,HOU,2023,4.0,1.7,2.3,1.5,16.0,0.342,0.0,False
Zeke Nnaji,DEN,2023,5.2,2.6,0.3,0.6,13.7,0.561,0.0,False
Nerlens Noel,2TM,2023,2.1,2.7,0.6,0.8,11.5,0.361,0.0,False
Nerlens Noel,DET,2023,2.3,2.6,0.5,0.6,10.9,0.4,0.0,False
Nerlens Noel,BRK,2023,1.0,3.0,1.0,1.7,14.3,0.167,0.0,False
Jaylen Nowell,MIN,2023,10.8,2.6,2.0,1.0,19.3,0.448,0.0,False
Frank Ntilikina,DAL,2023,2.9,1.3,1.2,0.6,12.9,0.364,0.0,False
Kendrick Nunn,2TM,2023,7.1,1.6,1.3,0.9,13.8,0.424,0.0,False
Kendrick Nunn,LAL,2023,6.7,1.4,0.9,0.8,13.5,0.406,0.0,False
Kendrick Nunn,WAS,2023,7.5,1.7,1.8,1.1,14.1,0.447,0.0,False
Jusuf Nurkić,POR,2023,13.3,9.1,2.9,2.3,26.8,0.519,0.0,False
Jordan Nwora,2TM,2023,8.7,3.7,1.4,1.1,19.2,0.436,0.0,False
Jordan Nwora,MIL,2023,6.0,3.1,1.0,0.9,15.7,0.386,0.0,False
Jordan Nwora,IND,2023,13.0,4.7,2.1,1.3,24.6,0.476,0.0,False
Chuma Okeke,ORL,2023,4.7,3.6,1.4,0.6,19.2,0.352,0.0,False
Josh Okogie,PHO,2023,7.3,3.5,1.5,0.9,18.8,0.391,0.0,False
Onyeka Okongwu,ATL,2023,9.9,7.2,1.0,1.0,23.1,0.638,0.0,False
Isaac Okoro,CLE,2023,6.4,2.5,1.1,0.6,21.7,0.494,0.0,False
KZ Okpala,SAC,2023,1.3,1.0,0.4,0.2,7.1,0.421,0.0,False
Victor Oladipo,MIA,2023,10.7,3.0,3.5,2.1,26.3,0.397,0.0,False
Kelly Olynyk,UTA,2023,12.5,6.2,3.7,2.5,28.6,0.499,0.0,False
Eugene Omoruyi,2TM,2023,7.0,2.8,0.7,0.9,16.1,0.443,0.0,False
Eugene Omoruyi,OKC,2023,4.9,2.3,0.5,0.7,11.8,0.468,0.0,False
Eugene Omoruyi,DET,2023,9.7,3.5,1.0,1.1,21.9,0.425,0.0,False
Royce O'Neale,BRK,2023,8.8,5.1,3.7,1.5,31.7,0.386,0.0,False
Cedi Osman,CLE,2023,8.7,2.3,1.5,0.7,20.1,0.451,0.0,False
Kelly Oubre Jr.,CHO,2023,20.3,5.2,1.1,1.3,32.3,0.431,0.0,False
Chris Paul,PHO,2023,13.9,4.3,8.9,1.9,32.0,0.44,0.0,False
Cameron Payne,PHO,2023,10.3,2.2,4.5,1.7,20.2,0.415,0.0,False
Gary Payton II,2TM,2023,4.6,3.1,1.4,0.7,16.7,0.594,0.0,False
Gary Payton II,POR,2023,4.1,2.6,1.5,0.8,17.0,0.585,0.0,False
Gary Payton II,GSW,2023,5.7,4.3,1.1,0.6,16.0,0.607,0.0,False
Theo Pinson,DAL,2023,2.4,1.6,1.2,0.3,8.1,0.356,0.0,False
Scotty Pippen Jr.,LAL,2023,2.3,0.7,0.3,0.3,5.3,0.333,0.0,False
Mason Plumlee,2TM,2023,10.8,8.9,3.1,1.5,26.0,0.68,0.0,False
Mason Plumlee,CHO,2023,12.2,9.7,3.7,1.6,28.5,0.669,0.0,False
Mason Plumlee,LAC,2023,7.5,6.9,1.7,1.3,19.9,0.727,0.0,False
Jakob Poeltl,2TM,2023,12.5,9.1,2.7,1.7,26.5,0.629,0.0,False
Jakob Poeltl,SAS,2023,12.1,9.0,3.1,2.1,26.1,0.616,0.0,False
Jakob Poeltl,TOR,2023,13.1,9.1,2.2,1.1,27.2,0.652,0.0,False
Aleksej Pokusevski,OKC,2023,8.1,4.7,1.9,1.3,20.6,0.434,0.0,False
Jordan Poole,GSW,2023,20.4,2.7,4.5,3.1,30.0,0.43,0.0,False
Kevin Porter Jr.,HOU,2023,19.2,5.3,5.7,3.2,34.3,0.442,0.0,False
Michael Porter Jr.,DEN,2023,17.4,5.5,1.0,1.1,29.0,0.487,0.0,False
Otto Porter Jr.,TOR,2023,5.5,2.4,1.0,0.5,18.3,0.5,0.0,False
Bobby Portis,MIL,2023,14.1,9.6,1.5,1.2,26.0,0.496,0.0,False
Kristaps Porziņģis,WAS,2023,23.2,8.4,2.7,2.1,32.6,0.498,0.0,False
Micah Potter,UTA,2023,3.4,2.3,0.6,0.3,7.4,0.667,0.0,False
Dwight Powell,DAL,2023,6.7,4.1,0.9,0.9,19.2,0.732,0.0,False
Norman Powell,LAC,2023,17.0,2.9,1.8,1.7,26.1,0.479,0.0,False
Jason Preston,LAC,2023,2.9,1.6,1.9,0.7,8.9,0.439,0.0,False
Joshua Primo,SAS,2023,7.0,3.3,4.5,2.8,23.3,0.346,0.0,False
Taurean Prince,MIN,2023,9.1,2.4,1.6,1.3,22.1,0.467,0.0,False
Payton Pritchard,BOS,2023,5.6,1.8,1.3,0.8,13.4,0.412,0.0,False
Trevelin Queen,IND,2023,3.0,2.4,0.9,1.0,10.0,0.241,0.0,False
Neemias Queta,SAC,2023,2.4,2.2,0.2,0.2,5.8,0.667,0.0,False
Immanuel Quickley,NYK,2023,14.9,4.2,3.4,1.2,28.9,0.448,0.0,False
Lester Quiñones,GSW,2023,2.5,0.8,0.5,1.3,4.5,0.4,0.0,False
Julius Randle,NYK,2023,25.1,10.0,4.1,2.8,35.5,0.459,0.0,False
Austin Reaves,LAL,2023,13.0,3.0,3.4,1.5,28.8,0.529,0.0,False
Cam Reddish,2TM,2023,9.7,2.2,1.4,1.2,24.8,0.446,0.0,False
Cam Reddish,NYK,2023,8.4,1.6,1.0,0.8,21.9,0.449,0.0,False
Cam Reddish,POR,2023,11.0,2.9,1.9,1.6,27.6,0.443,0.0,False
Davon Reed,2TM,2023,2.1,1.4,0.5,0.5,8.0,0.333,0.0,False
Davon Reed,DEN,2023,2.3,1.6,0.5,0.6,9.0,0.313,0.0,False
Davon Reed,LAL,2023,1.0,0.5,0.5,0.0,3.4,0.75,0.0,False
Paul Reed,PHI,2023,4.2,3.8,0.4,0.7,10.9,0.593,0.0,False
Naz Reid,MIN,2023,11.5,4.9,1.1,1.4,18.4,0.537,0.0,False
Jared Rhoden,DET,2023,3.2,2.6,0.3,0.2,14.1,0.386,0.0,False
Josh Richardson,2TM,2023,10.1,2.7,2.7,1.3,23.5,0.431,0.0,False
Josh Richardson,SAS,2023,11.5,2.8,3.3,1.5,23.7,0.436,0.0,False
Josh Richardson,NOP,2023,7.5,2.4,1.6,1.0,23.2,0.419,0.0,False
Nick Richards,CHO,2023,8.2,6.4,0.6,0.9,18.7,0.629,0.0,False
Austin Rivers,MIN,2023,4.9,1.6,1.4,0.4,19.5,0.435,0.0,False
Duncan Robinson,MIA,2023,6.4,1.6,1.1,0.7,16.5,0.371,0.0,False
Jeremiah Robinson-Earl,OKC,2023,6.8,4.2,1.0,0.4,18.9,0.444,0.0,False
Mitchell Robinson,NYK,2023,7.4,9.4,0.9,0.7,27.0,0.671,0.0,False
Orlando Robinson,MIA,2023,3.7,4.1,0.8,0.5,13.7,0.528,0.0,False
Isaiah Roby,SAS,2023,4.1,2.5,0.9,0.7,11.3,0.432,0.0,False
David Roddy,MEM,2023,6.7,2.8,0.8,0.8,18.0,0.429,0.0,False
Ryan Rollins,GSW,2023,1.9,1.0,0.5,1.3,5.2,0.35,0.0,False
Derrick Rose,NYK,2023,5.6,1.5,1.7,0.8,12.5,0.384,0.0,False
Terrence Ross,2TM,2023,8.3,2.4,1.5,0.7,21.1,0.43,0.0,False
Terrence Ross,ORL,2023,8.0,2.0,1.3,0.9,22.5,0.431,0.0,False
Terrence Ross,PHO,2023,9.0,3.3,2.0,0.3,18.4,0.428,0.0,False
Terry Rozier,CHO,2023,21.1,4.1,5.1,2.1,35.3,0.415,0.0,False
Ricky Rubio,CLE,2023,5.2,2.1,3.5,0.9,17.2,0.343,0.0,False
